PATH,PATH_WITHOUT_REVISION,PART_NUMBER,REVISION,PRODUCT_NAME,PRODUCTION_STATE,INDENT_LEVEL,UOM,TRACKING,IS_CONSUMABLE_STORABLE,PARENT_BOM,PARENT_REVISION,TOP_LEVEL_BOM,TOP_LEVEL_REVISION,QUANTITY,PROCUREMENT_INTENT,ADJUSTED_QUANTITY,ADJUSTED_PROCUREMENT_INTENT,GLOBAL_ALTERNATE_PART_NUMBERS,SUBSTITUTE_PART_NUMBERS,Supply Plan and On-Hand Alternates,Latest PO,Latest Supplier,Latest PO Creation Date,Product,Variant,System,Subsystem,Gross Demand for BOM Line in past 8 weeks,Net Total Demand for Part Number in past 8 weeks,Current Week Realized Demand Consumption (each),Gross Demand for BOM Line in next 8 weeks,Net Total Demand for Part Number in next 8 weeks,"Quantity Received, 8-Week Rolling Average (each)","Quantity Received, Average Since Last Receipt (each)",Current On-Hand Quantity (each),On Hand Delta to Current Week Demand (each),Current Quarantine Quantity (each),Current Week Realized Supply (each),"Total Supply Plan, next 8 weeks (each)","Average Supply Plan, next 8 weeks (each)","Quantity Received, 8-Week Rolling Average (each) with alternates","Quantity Received, Average Since Last Receipt (each) with alternates",Current On-Hand Quantity (each) with alternates,Current Quarantine Quantity (each) with alternates,Current Week Realized Supply (each) with alternates,"Total Supply Plan, next 8 weeks (each) with alternates","Average Supply Plan, next 8 weeks (each) with alternates",On Hand Inventory Status,Supply Plan Status,Avg Shipments Status
|20038-007|J|24190-002|D|33217-000|B|,|20038-007|24190-002|33217-000|,33217-000,B,"PCBA, COATED, ALS, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24190-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24190-002|D|33217-000|B|33216-000|A|,|20038-007|24190-002|33217-000|33216-000|,33216-000,A,"PCBA, ALS, FIDUCIAL, DOCK, P2",Commercial Operations,3,Unit,,False,33217-000,B,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24190-002|D|33217-000|B|33216-000|A|33215-000|A|,|20038-007|24190-002|33217-000|33216-000|33215-000|,33215-000,A,"PCB, ALS, FIDUCIAL, DOCK, P2",Commercial Operations,4,Unit,,False,33216-000,A,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24190-002|D|33217-000|B|37183-000|A|,|20038-007|24190-002|33217-000|37183-000|,37183-000,A,"PSA, ALS, FIDUCIAL, DOCK, P2",Commercial Operations,3,Unit,,False,33217-000,B,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24190-002|D|34270-000|A|,|20038-007|24190-002|34270-000|,34270-000,A,"HARNESS, ALS, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24190-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24190-002|D|34270-000|A|37149-000|A|,|20038-007|24190-002|34270-000|37149-000|,37149-000,A,"COTS, CONN, SOCKET HSG, 3POS, 2MM PITCH",Commercial Operations,3,Unit,,False,34270-000,A,20038-007,J,2.0,buy,2.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,352.0,1408.0,0.0,118.0,472.0,0.0,0.0,0.0,-176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24190-002|D|34270-000|A|37150-000|A|,|20038-007|24190-002|34270-000|37150-000|,37150-000,A,"COTS, CONN TERMINAL, 22-28AWG CRIMP TIN",Commercial Operations,3,Unit,,False,34270-000,A,20038-007,J,6.0,buy,6.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,1056.0,4224.0,0.0,354.0,1416.0,0.0,0.0,0.0,-528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24190-002|D|34270-000|A|37151-000|A|,|20038-007|24190-002|34270-000|37151-000|,37151-000,A,"COTS, WIRE, 26AWG, STRANDED, 300V, OD 1.44MM, RED",Commercial Operations,3,Unit,,False,34270-000,A,20038-007,J,15.0,buy,15.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,2640.0,10560.0,0.0,885.0,3540.0,0.0,0.0,0.0,-1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24190-002|D|34270-000|A|37152-000|A|,|20038-007|24190-002|34270-000|37152-000|,37152-000,A,"COTS, WIRE, 26AWG, STRANDED, 300V, OD 1.44MM, BLUE",Commercial Operations,3,Unit,,False,34270-000,A,20038-007,J,15.0,buy,15.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,2640.0,10560.0,0.0,885.0,3540.0,0.0,0.0,0.0,-1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24190-002|D|34270-000|A|37153-000|A|,|20038-007|24190-002|34270-000|37153-000|,37153-000,A,"COTS, WIRE, 26AWG, STRANDED, 300V, OD 1.44MM, BLACK",Commercial Operations,3,Unit,,False,34270-000,A,20038-007,J,15.0,buy,15.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,2640.0,10560.0,0.0,885.0,3540.0,0.0,0.0,0.0,-1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24190-002|D|34702-000|A|,|20038-007|24190-002|34702-000|,34702-000,A,"STIFFENER, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24190-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24190-002|D|37184-000|A|,|20038-007|24190-002|37184-000|,37184-000,A,"FOAM, ALS PCBA, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24190-002,D,20038-007,J,3.0,buy,3.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,528.0,2112.0,0.0,177.0,708.0,0.0,0.0,0.0,-264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|,|20038-007|24191-002|,24191-002,D,"FIDUCIAL ASSEMBLY FOUR, DOCK, P2",Commercial Operations,1,Unit,serial,False,20038-007,J,20038-007,J,1.0,buy,1.0,zipline_buy,,,,102472,NMB TECHNOLOGIES CORP,2025-11-13 22:06:02.068907,Dock,Dock EV3,Fiducial,Fiducial,176.0,157.0,19.0,59.0,40.0,9.75,0.04047618333333333,194.0,191.0,0.0,0.0,0.0,0.0,9.75,0.04047618333333333,194.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|23856-000|A|,|20038-007|24191-002|23856-000|,23856-000,A,"SCREW, M4 X 0.7 MM, 10 MM, BHS, COTS",Commercial Operations,2,Unit,,True,24191-002,D,20038-007,J,8.0,buy,8.0,supplier_buy,,,,101985,"Unisteel Technology (China) Co., Ltd",2025-12-31 10:21:10.925530,Dock,Dock EV3,Fiducial,Fiducial,1408.0,24090.0,0.0,472.0,19515.0,5.0,0.171428575,62455.0,59191.0,0.0,0.0,0.0,0.0,5.0,0.171428575,62455.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|24192-001|C|,|20038-007|24191-002|24192-001|,24192-001,C,"DIFFUSER, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24191-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|24193-002|D|,|20038-007|24191-002|24193-002|,24193-002,D,"HEATER, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24191-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|24195-001|D|,|20038-007|24191-002|24195-001|,24195-001,D,"LIGHT GUIDE, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24191-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|24196-001|C|,|20038-007|24191-002|24196-001|,24196-001,C,"REFLECTOR, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24191-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|24197-003|G|,|20038-007|24191-002|24197-003|,24197-003,G,"TRAY, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24191-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|24197-003|G|24769-000|A|,|20038-007|24191-002|24197-003|24769-000|,24769-000,A,"INSERT, M4, 13.48 MM, COTS",Commercial Operations,3,Unit,,False,24197-003,G,20038-007,J,8.0,buy,8.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,1408.0,17453.0,0.0,472.0,10961.000000000002,0.0,0.0,0.0,-2305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|24922-003|D|,|20038-007|24191-002|24922-003|,24922-003,D,"COVER, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24191-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|24922-003|D|24769-000|A|,|20038-007|24191-002|24922-003|24769-000|,24769-000,A,"INSERT, M4, 13.48 MM, COTS",Commercial Operations,3,Unit,,False,24922-003,D,20038-007,J,8.0,buy,8.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,1408.0,17453.0,0.0,472.0,10961.000000000002,0.0,0.0,0.0,-2305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|24926-002|C|,|20038-007|24191-002|24926-002|,24926-002,C,"LABEL FOUR, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24191-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,176.0,0.0,59.0,59.0,0.0,0.0,0.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|25397-000|A|,|20038-007|24191-002|25397-000|,25397-000,A,"BHCS, M1.6, 10MM, WIDE HEAD",Commercial Operations,2,Unit,,True,24191-002,D,20038-007,J,4.0,buy,4.0,supplier_buy,,,,101985,"Unisteel Technology (China) Co., Ltd",2025-12-31 10:21:10.925530,Dock,Dock EV3,Fiducial,Fiducial,704.0,11007.999999999998,2000.0,236.0,3652.0,0.0,0.00038571427999999997,35848.0,36222.0,0.0,0.0,0.0,0.0,0.0,0.00038571427999999997,35848.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|25583-002|E|,|20038-007|24191-002|25583-002|,25583-002,E,"PCBA, COATED, LED DRIVE, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24191-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|25583-002|E|26284-002|E|,|20038-007|24191-002|25583-002|26284-002|,26284-002,E,"PCBA, LED DRIVE, FIDUCIAL, DOCK, P2",Commercial Operations,3,Unit,,False,25583-002,E,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|25583-002|E|26284-002|E|26285-002|E|,|20038-007|24191-002|25583-002|26284-002|26285-002|,26285-002,E,"PCB, LED DRIVE, FIDUCIAL, DOCK, P2",Commercial Operations,4,Unit,,False,26284-002,E,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|26394-000|A|,|20038-007|24191-002|26394-000|,26394-000,A,"SCREW, DELTA PT30, 8 MM, TORX PLUS",Commercial Operations,2,Unit,,False,24191-002,D,20038-007,J,4.0,buy,4.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,704.0,2816.0,0.0,236.0,944.0,0.0,0.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29011-000|A|,|20038-007|24191-002|29011-000|,29011-000,A,"FAN, AXIAL, 60x60x15mm, IP69, NMB",Commercial Operations,2,Unit,,False,24191-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29286-000|A|,|20038-007|24191-002|29286-000|,29286-000,A,"FLEX A, ASSEMBLY, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24191-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29286-000|A|26281-001|D|,|20038-007|24191-002|29286-000|26281-001|,26281-001,D,"PCBA, COATED, FLEX A, FIDUCIAL, DOCK, P2",Commercial Operations,3,Unit,,False,29286-000,A,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29286-000|A|26281-001|D|26280-001|D|,|20038-007|24191-002|29286-000|26281-001|26280-001|,26280-001,D,"PCBA, FLEX A, FIDUCIAL, DOCK, P2",Commercial Operations,4,Unit,,False,26281-001,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29286-000|A|26281-001|D|26280-001|D|24336-001|D|,|20038-007|24191-002|29286-000|26281-001|26280-001|24336-001|,24336-001,D,"PCB, FLEX A, FIDUCIAL, DOCK, P2",Commercial Operations,5,Unit,,False,26280-001,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29286-000|A|27874-000|B|,|20038-007|24191-002|29286-000|27874-000|,27874-000,B,"STIFFENER, 16 PIN, FLEX CONNECTOR",Commercial Operations,3,Unit,,False,29286-000,A,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,1408.0,0.0,59.0,472.00000000000006,0.0,0.0,0.0,-176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29286-000|A|27878-000|B|,|20038-007|24191-002|29286-000|27878-000|,27878-000,B,"CONN HOUSING AND GASKET ASSM, FLEX, 16 PIN",Commercial Operations,3,Unit,,False,29286-000,A,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,1408.0,0.0,59.0,472.00000000000006,0.0,0.0,0.0,-176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29286-000|A|27878-000|B|27875-000|B|,|20038-007|24191-002|29286-000|27878-000|27875-000|,27875-000,B,"HOUSING, 16 PIN, FLEX CONNECTOR",Commercial Operations,4,Unit,,False,27878-000,B,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,1408.0,0.0,59.0,472.0,0.0,0.0,0.0,-176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29286-000|A|27878-000|B|27876-000|C|,|20038-007|24191-002|29286-000|27878-000|27876-000|,27876-000,C,"HOUSING PSA, 16 PIN, FLEX CONNECTOR",Commercial Operations,4,Unit,,False,27878-000,B,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,1408.0,0.0,59.0,472.00000000000006,0.0,0.0,0.0,-176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29286-000|A|27878-000|B|27877-000|B|,|20038-007|24191-002|29286-000|27878-000|27877-000|,27877-000,B,"GASKET, 16 PIN, FLEX CONNECTOR",Commercial Operations,4,Unit,,False,27878-000,B,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,1408.0,0.0,59.0,472.00000000000006,0.0,0.0,0.0,-176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29287-000|A|,|20038-007|24191-002|29287-000|,29287-000,A,"FLEX B, ASSEMBLY, FIDUCIAL, DOCK, P2",Commercial Operations,2,Unit,,False,24191-002,D,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29287-000|A|26283-001|C|,|20038-007|24191-002|29287-000|26283-001|,26283-001,C,"PCBA, COATED, FLEX B, FIDUCIAL, DOCK, P2",Commercial Operations,3,Unit,,False,29287-000,A,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29287-000|A|26283-001|C|26282-001|C|,|20038-007|24191-002|29287-000|26283-001|26282-001|,26282-001,C,"PCBA, FLEX B, FIDUCIAL, DOCK, P2",Commercial Operations,4,Unit,,False,26283-001,C,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29287-000|A|26283-001|C|26282-001|C|25563-001|C|,|20038-007|24191-002|29287-000|26283-001|26282-001|25563-001|,25563-001,C,"PCB, FLEX B, FIDUCIAL, DOCK, P2",Commercial Operations,5,Unit,,False,26282-001,C,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,704.0,0.0,59.0,236.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29287-000|A|27874-000|B|,|20038-007|24191-002|29287-000|27874-000|,27874-000,B,"STIFFENER, 16 PIN, FLEX CONNECTOR",Commercial Operations,3,Unit,,False,29287-000,A,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,1408.0,0.0,59.0,472.00000000000006,0.0,0.0,0.0,-176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29287-000|A|27878-000|B|,|20038-007|24191-002|29287-000|27878-000|,27878-000,B,"CONN HOUSING AND GASKET ASSM, FLEX, 16 PIN",Commercial Operations,3,Unit,,False,29287-000,A,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,1408.0,0.0,59.0,472.00000000000006,0.0,0.0,0.0,-176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20038-007|J|24191-002|D|29287-000|A|27878-000|B|27875-000|B|,|20038-007|24191-002|29287-000|27878-000|27875-000|,27875-000,B,"HOUSING, 16 PIN, FLEX CONNECTOR",Commercial Operations,4,Unit,,False,27878-000,B,20038-007,J,1.0,buy,1.0,supplier_buy,,,,,,,Dock,Dock EV3,Fiducial,Fiducial,176.0,1408.0,0.0,59.0,472.0,0.0,0.0,0.0,-176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
